Student ID,Course,School,Sex,Address Type,Final Grade,Result,Passed,Failed,Risk Score,Risk Band,Segment,Flagged At Risk,Prediction Outcome,Past Failures,Has Past Failure,Absences,Absence Band,Study Time,Wants Higher Education,Extra School Support,Going Out
655,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.1528,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,10,5-10,3 - 5 to 10 hours,Yes,No,2 - Low
656,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.4866,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,4,1-4,1 - Under 2 hours,No,No,5 - Very high
657,Portuguese,Gabriel Pereira,Female,Rural,13,Pass,1,0,0.3368,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,1 - Very low
658,Portuguese,Gabriel Pereira,Female,Rural,8,Fail,0,1,0.4445,Elevated,D - High-risk repeaters,Yes,True positive (correctly flagged),1,Yes,14,More than 10,1 - Under 2 hours,Yes,No,4 - High
659,Portuguese,Gabriel Pereira,Male,Urban,8,Fail,0,1,0.5106,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),0,No,16,More than 10,2 - 2 to 5 hours,No,No,4 - High
660,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.4941,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,8,5-10,1 - Under 2 hours,No,No,2 - Low
661,Portuguese,Gabriel Pereira,Female,Rural,15,Pass,1,0,0.2894,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,3 - 5 to 10 hours,Yes,No,3 - Medium
662,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.125,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
663,Portuguese,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.3303,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,8,5-10,2 - 2 to 5 hours,Yes,No,5 - Very high
664,Portuguese,Gabriel Pereira,Male,Rural,12,Pass,1,0,0.146,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
665,Portuguese,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.1303,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,7,5-10,1 - Under 2 hours,Yes,No,5 - Very high
666,Portuguese,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.1145,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,2 - Low
667,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.2137,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,1 - Very low
668,Portuguese,Gabriel Pereira,Male,Rural,15,Pass,1,0,0.2214,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,3 - Medium
669,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.1873,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,10,5-10,3 - 5 to 10 hours,Yes,No,2 - Low
670,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.227,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,Yes,2 - Low
671,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.2816,Moderate,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,10,5-10,3 - 5 to 10 hours,Yes,No,4 - High
672,Portuguese,Gabriel Pereira,Male,Urban,16,Pass,1,0,0.1613,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,7,5-10,1 - Under 2 hours,Yes,No,3 - Medium
673,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.2264,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,4 - High
674,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.1299,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,2 - Low
675,Portuguese,Gabriel Pereira,Male,Urban,5,Fail,0,1,0.7531,High,C - Disengaged social,Yes,True positive (correctly flagged),3,Yes,12,More than 10,1 - Under 2 hours,No,No,5 - Very high
676,Portuguese,Gabriel Pereira,Male,Rural,10,Pass,1,0,0.2429,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,8,5-10,2 - 2 to 5 hours,Yes,No,3 - Medium
677,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.2071,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,2 - Low
678,Portuguese,Gabriel Pereira,Male,Urban,7,Fail,0,1,0.5362,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),0,No,8,5-10,1 - Under 2 hours,No,No,5 - Very high
679,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.4208,Elevated,D - High-risk repeaters,Yes,"False positive (flagged, passed)",1,Yes,4,1-4,2 - 2 to 5 hours,Yes,Yes,3 - Medium
680,Portuguese,Gabriel Pereira,Male,Urban,6,Fail,0,1,0.6675,High,C - Disengaged social,Yes,True positive (correctly flagged),2,Yes,4,1-4,1 - Under 2 hours,No,No,5 - Very high
681,Portuguese,Gabriel Pereira,Male,Rural,12,Pass,1,0,0.2355,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,2 - Low
682,Portuguese,Gabriel Pereira,Male,Rural,13,Pass,1,0,0.3464,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,2 - Low
683,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.5694,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,0,None (0),1 - Under 2 hours,Yes,No,4 - High
684,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2143,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
685,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.0546,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,4 - Over 10 hours,Yes,No,3 - Medium
686,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.1935,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
687,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.5757,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",1,Yes,4,1-4,2 - 2 to 5 hours,No,No,5 - Very high
688,Portuguese,Gabriel Pereira,Female,Rural,14,Pass,1,0,0.1286,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,4 - High
689,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.1853,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,3 - 5 to 10 hours,Yes,No,3 - Medium
690,Portuguese,Gabriel Pereira,Female,Rural,13,Pass,1,0,0.3188,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,Yes,3 - Medium
691,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.101,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,1 - Very low
692,Portuguese,Gabriel Pereira,Male,Urban,16,Pass,1,0,0.2503,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
693,Portuguese,Gabriel Pereira,Male,Rural,10,Pass,1,0,0.4742,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,0,None (0),1 - Under 2 hours,No,No,2 - Low
694,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.1187,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,4 - Over 10 hours,Yes,No,1 - Very low
695,Portuguese,Gabriel Pereira,Female,Rural,12,Pass,1,0,0.4169,Elevated,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,8,5-10,2 - 2 to 5 hours,No,No,3 - Medium
696,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.1369,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
697,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.0969,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
698,Portuguese,Gabriel Pereira,Male,Rural,12,Pass,1,0,0.3145,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,2 - Low
699,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1355,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,3 - Medium
700,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.0979,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
701,Portuguese,Gabriel Pereira,Male,Urban,9,Fail,0,1,0.4237,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),0,No,8,5-10,1 - Under 2 hours,No,No,4 - High
702,Portuguese,Gabriel Pereira,Male,Rural,16,Pass,1,0,0.2701,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,5 - Very high
703,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.4149,Elevated,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
704,Portuguese,Gabriel Pereira,Female,Rural,12,Pass,1,0,0.2096,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,8,5-10,2 - 2 to 5 hours,Yes,No,4 - High
705,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.2272,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
706,Portuguese,Gabriel Pereira,Female,Rural,10,Pass,1,0,0.453,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,12,More than 10,2 - 2 to 5 hours,No,No,5 - Very high
707,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.3714,Moderate,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,16,More than 10,2 - 2 to 5 hours,Yes,No,5 - Very high
708,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.2917,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,10,5-10,4 - Over 10 hours,Yes,No,5 - Very high
709,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1509,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
710,Portuguese,Gabriel Pereira,Male,Rural,18,Pass,1,0,0.2617,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
711,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.2267,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,8,5-10,2 - 2 to 5 hours,Yes,No,5 - Very high
712,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.1693,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,3 - Medium
713,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.2973,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,Yes,4 - High
714,Portuguese,Gabriel Pereira,Female,Rural,10,Pass,1,0,0.5178,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,15,More than 10,2 - 2 to 5 hours,No,No,1 - Very low
715,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.2377,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,4 - High
716,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.416,Elevated,A - Supported achievers,No,"True negative (not flagged, passed)",1,Yes,2,1-4,2 - 2 to 5 hours,Yes,Yes,4 - High
717,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.1257,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,8,5-10,3 - 5 to 10 hours,Yes,No,3 - Medium
718,Portuguese,Gabriel Pereira,Female,Rural,10,Pass,1,0,0.6551,High,C - Disengaged social,Yes,"False positive (flagged, passed)",1,Yes,0,None (0),2 - 2 to 5 hours,No,Yes,3 - Medium
719,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.1055,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
720,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.5579,Elevated,D - High-risk repeaters,Yes,"False positive (flagged, passed)",0,No,10,5-10,1 - Under 2 hours,No,No,4 - High
721,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.5055,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,22,More than 10,1 - Under 2 hours,Yes,No,4 - High
722,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.4732,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,18,More than 10,1 - Under 2 hours,Yes,No,4 - High
723,Portuguese,Gabriel Pereira,Female,Rural,18,Pass,1,0,0.1964,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,4 - Over 10 hours,Yes,No,2 - Low
724,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.3629,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,4 - High
725,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.3761,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,12,More than 10,2 - 2 to 5 hours,Yes,No,5 - Very high
726,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.2136,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,No,1 - Very low
727,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.2113,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
728,Portuguese,Gabriel Pereira,Female,Urban,18,Pass,1,0,0.0934,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
729,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.1894,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
730,Portuguese,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.1863,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,4 - High
731,Portuguese,Gabriel Pereira,Male,Urban,17,Pass,1,0,0.1227,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
732,Portuguese,Gabriel Pereira,Male,Urban,16,Pass,1,0,0.1721,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
733,Portuguese,Gabriel Pereira,Female,Urban,18,Pass,1,0,0.0989,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
734,Portuguese,Gabriel Pereira,Female,Rural,19,Pass,1,0,0.1804,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),4 - Over 10 hours,Yes,No,2 - Low
735,Portuguese,Gabriel Pereira,Male,Rural,15,Pass,1,0,0.175,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
736,Portuguese,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.1229,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
737,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1433,Low,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
738,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.2156,Moderate,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
739,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.0737,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),4 - Over 10 hours,Yes,No,3 - Medium
740,Portuguese,Gabriel Pereira,Male,Urban,17,Pass,1,0,0.2232,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,2 - Low
741,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.2754,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
742,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.2109,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,1 - Very low
743,Portuguese,Gabriel Pereira,Female,Rural,8,Fail,0,1,0.1259,Low,A - Supported achievers,No,"False negative (missed, failed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,4 - High
744,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.0829,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
745,Portuguese,Gabriel Pereira,Female,Urban,18,Pass,1,0,0.1368,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),4 - Over 10 hours,Yes,No,2 - Low
746,Portuguese,Gabriel Pereira,Male,Rural,11,Pass,1,0,0.5945,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,0,None (0),3 - 5 to 10 hours,Yes,No,1 - Very low
747,Portuguese,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.5682,Elevated,D - High-risk repeaters,Yes,"False positive (flagged, passed)",2,Yes,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
748,Portuguese,Gabriel Pereira,Male,Rural,11,Pass,1,0,0.1942,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
749,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.2785,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,Yes,4 - High
750,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.1504,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
751,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.1166,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,1 - Very low
752,Portuguese,Gabriel Pereira,Female,Rural,17,Pass,1,0,0.2567,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,4 - High
753,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.1031,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,4 - High
754,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.187,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,4 - High
755,Portuguese,Gabriel Pereira,Female,Rural,17,Pass,1,0,0.2836,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,4 - High
756,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.1933,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,8,5-10,2 - 2 to 5 hours,Yes,No,4 - High
757,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.2382,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,9,5-10,2 - 2 to 5 hours,Yes,No,4 - High
758,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1777,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
759,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.1533,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,4 - High
760,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.1039,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,4 - High
761,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.2895,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,14,More than 10,2 - 2 to 5 hours,Yes,No,2 - Low
762,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1626,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,3 - Medium
763,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.1753,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
764,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.2281,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,5 - Very high
765,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.5303,Elevated,D - High-risk repeaters,Yes,"False positive (flagged, passed)",0,No,12,More than 10,3 - 5 to 10 hours,No,No,5 - Very high
766,Portuguese,Gabriel Pereira,Female,Urban,9,Fail,0,1,0.5233,Elevated,D - High-risk repeaters,Yes,True positive (correctly flagged),2,Yes,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
767,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.3121,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,5 - Very high
768,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.0819,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
769,Portuguese,Gabriel Pereira,Female,Rural,10,Pass,1,0,0.1555,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
770,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.1562,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
771,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.1404,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
